1 0.631260348454816 4 7
1 0.87508335331222 5 15
1 0.615276941389311 8.5 365
1 1.79812298412435 8 90
1 0.579837625147775 5 7
1 0.793050090491306 4.5 7
1 1.75356332660886 1 30
1 1.12725552084157 5.5 1
1 1.20872610149672 9.25 180
1 1.27807758311974 2 7
1 0.622576112276874 7.5 180
1 1.90077293332433 3.5 15
1 1.71505189867457 3 15
1 1.4078718147357 1.5 7
1 1.83497021318181 9.25 90
1 2.40762035857188 2 15
1 1.69996181369061 4.5 7
1 1.24265607714187 7.5 30
1 1.75055521092145 4 30
1 3.29004967241781 2 180
1 2.84895425336435 5 1
1 1.95275160326855 6.5 90
1 1.80619855981786 9 30
1 1.68457318114815 8 365
1 3.20010414446006 0.5 90
1 2.97416944761062 7.5 365
1 2.38831377984025 8 30
1 1.67580330878263 2.5 1
1 1.44767071021488 9.5 30
1 1.92106239462737 0.5 1
1 1.60367252747528 9.5 7
1 1.24025018827524 6.5 30
1 2.76233712327667 1.5 1
1 1.2767735128873 4.5 1
1 1.89601911429781 2.5 15
0 3.06021061335923 1.5 180
1 1.30643205478555 2.5 90
1 2.28313598706154 3.5 1
1 1.5910625908291 9.25 1
1 2.49277584330412 9.5 365
1 1.3932134010829 9.25 7
1 2.30067663738737 1.5 90
1 1.59064299415331 8 180
1 2.04163032927318 4 15
1 1.33780369820306 7 30
1 2.23254621226806 6 365
0 1.88032197247958 0 1
1 1.48204594134586 9 7
1 1.31241387326736 3.5 30
1 2.06290599372005 8.5 90
1 1.72140682616737 4 1
1 2.31373967800755 2 7
1 1.44329241511878 8 1
1 2.67680158664007 9 180
1 2.85464114672504 1.5 30
1 2.45788381400053 0.5 30
1 1.43140847131144 3.5 180
1 3.09855691948906 6.5 180
0 3.06911391147878 2 365
1 1.36064786929637 3 7
1 1.50507244077744 9.5 90
0 1.68538671568967 1.5 180
1 1.98386847002621 8 180
1 1.87958209378758 3 90
1 1.12084354024864 6.5 7
1 1.30407174801257 6.5 30
1 1.37305132814436 3 1
1 1.84315627259275 7 30
1 1.22282817214364 9 1
0 3.65490860188311 0 1
1 1.87663344608154 9.25 30
1 3.35755855109346 4 180
1 1.49522338994848 5 30
1 1.41588943174884 8 30
1 1.21867778748856 9 7
1 1.62413314798687 4.5 30
1 2.52317003777898 5.5 180
1 2.34108591015502 6.5 1
1 1.47450225721877 9.25 180
1 1.87568678768548 3 15
1 3.79293507873535 2 30
1 1.278601928032 9.25 90
0 1.67735762767825 0.5 365
1 1.37435962453674 8.5 90
1 1.48944201189079 5.5 15
1 1.78809764225935 7 365
1 1.76459751170205 3.5 30
1 5.72130962461233 6 180
0 1.6942851838603 2 180
1 1.19737404930402 9 15
1 1.3733779494396 2 15
0 1.80072961522364 0.5 180
0 5.91908727157988 3.5 365
1 2.39767259686505 7.5 365
1 1.36090385349689 7.5 30
0 1.75235977848933 3 180
1 2.71216000217282 1.5 90
1 1.71158162287338 3 7
1 2.0594387366209 3.5 180
1 1.44400271077484 9.25 7
1 2.43215167061408 9.5 365
1 1.1576536395487 2 7
1 1.34690230491378 7.5 1
1 1.38661396049429 9.5 15
1 1.31456951343353 4.5 7
1 1.1960579043407 3.5 7
1 1.24368333431448 8.5 7
1 1.31137816376668 1.5 7
0 3.2125447330809 2 90
1 1.48882408786812 7 15
1 3.58214993487218 2.5 180
0 7.95507689335432 2.5 90
1 4.41642554951341 6.5 180
1 3.72889194781919 4 365
1 4.84459618348137 3 90
1 4.22941342498052 8.5 90
1 2.40661423217625 5 7
1 1.13557983581404 8.5 7
1 3.63705249939221 8 30
1 1.71416350082472 9 1
1 3.7643068127104 4.5 7
0 2.62395746074571 0.5 90
1 3.59915688236674 0.5 7
1 4.99341836958024 7 1
0 3.2921636547776 1 7
0 1.98028408807932 0.5 365
1 2.12882795177984 9 7
1 1.19336644826535 9.5 365
1 3.74884331686644 9.25 1
1 3.43381224709128 6 1
1 1.46295851879358 4.5 30
0 3.45765529982304 2 90
1 2.27334761169504 3.5 30
1 6.12209931158986 6 90
1 4.88412943500839 8 1
1 6.29914918472969 9 180
1 2.61139793612779 5.5 7
1 5.16081510427284 3 1
1 6.41982488630902 3.5 180
1 3.53355037650499 7.5 7
1 3.6198846561947 9.25 180
1 7.32228948849956 2 30
1 2.53066512110217 7.5 365
0 1.87527232276943 3.5 365
0 7.93233777230398 7 365
0 4.10843102540093 1 30
1 7.52192060566813 5 30
0 3.28950661166618 0.5 15
0 2.95333662369558 1 180
1 3.80839344282094 2 15
0 2.34903922927015 1.5 365
1 1.90388126923472 5.5 1
1 2.42333229188807 1 365
1 5.99099436865026 7 90
1 2.94380061007541 1.5 180
1 3.1326502057982 7.5 15
1 4.45600951488314 6.5 1
1 2.93809198223221 9.25 90
0 1.69152309064657 0.5 180
1 3.21262110571252 9.5 90
1 4.81456634381857 4 1
0 1.78471581381382 1.5 30
0 2.98234765848429 8.5 90
0 3.54510558591755 9 365
0 2.4060907928706 4.5 30
0 2.80697224775577 3 30
0 2.2496231931309 1 7
0 1.90794924389593 6 180
0 2.42367823274253 4.5 15
0 2.09364250665385 6 365
0 2.30406812559522 8 365
1 3.1426812831196 4.5 1
0 1.97956352889923 6 90
0 2.38194134400692 3.5 15
0 2.43271918266146 3 365
0 1.97509406965037 5 365
0 2.78292724525818 5.5 180
0 2.86920447187549 8 90
0 3.05688130998715 6.5 7
1 3.0989765161703 9 7
1 3.83825544381398 9 15
1 2.66696702543777 7.5 1
1 2.49689241873239 5 1
0 2.73317817312454 9.25 90
0 3.42867384810961 9.25 180
0 2.16679450781157 3 90
0 3.42827145791671 7.5 7
0 2.11702158809749 6 15
0 2.75198425455892 9 180
0 3.14025064109228 7.5 180
0 2.13642053850162 5 90
0 1.86008533811582 5.5 90
0 2.37596978903821 1.5 7
0 1.85547852887612 1.5 180
0 3.09720787090919 4.5 90
0 2.43052339402311 7 180
0 2.77744803717906 9.25 30
0 2.68544920238855 0.5 1
1 2.90997870320462 2.5 1
0 2.02151897014664 5 30
0 3.07315049182034 0.5 30
0 1.99029463836996 4 365
0 3.69613774845675 8.5 180
0 1.73335204915566 0.5 365
0 2.40743380409731 4 180
0 2.44874687000629 5 30
0 3.81309956666882 6 30
0 2.01092611627064 5.5 1
1 2.34118552663131 8 7
0 2.59013827068884 8.5 30
0 2.88312451606726 3.5 1
1 1.74696400944845 9 30
1 1.34251081074967 5 90
1 2.97611990309929 6 365
1 1.99366312723123 2 30
1 1.51512206902271 3.5 180
1 1.77531571916938 8.5 365
1 2.2195216856469 3 90
1 0.647175168104241 7 30
1 1.88910080222172 8.5 30
1 1.54830793844872 9.25 180
1 2.17235104560495 1 180
1 4.00927649105324 5 365
1 1.10992294746689 5.5 7
1 1.56836725606945 2 90
1 1.79433871418109 5.5 90
1 1.45475514501118 8 30
1 1.81770834748363 9.25 7
1 1.17817141735918 8 15
1 1.14150437335388 4.5 7
1 1.53716316873829 7 15
1 6.99250666002558 2.5 90
1 1.39226305025386 1 90
1 2.99660274551525 1 365
1 1.3757950900706 5.5 1
1 0.925706868316411 8.5 15
1 2.11612367648513 2.5 30
1 1.71514501120691 7.5 365
1 1.08813964545288 1.5 365
1 1.70479476555943 4.5 1
1 1.88518100930514 8 7
1 2.25546122091669 5 30
1 1.64473303297177 6.5 15
1 0.948033537850733 2 1
1 1.1298062743856 4 1
1 2.74344872346364 6.5 180
1 1.15541609122533 7 180
1 1.7398063498531 8 365
1 1.47658795384382 6.5 30
1 1.08053099081553 1 1
1 1.2652430437638 8 90
1 1.59518757499586 2.5 15
1 2.93161116016495 4 30
1 2.19960183235594 9 365
1 1.25808176171813 8 1
1 1.55555676303902 2 15
1 2.39734414030954 7 90
1 1.5420697774457 3.5 1
1 2.90727916261039 0.5 180
1 1.24763672862559 7.5 30
1 5.69169960832255 3 7
1 3.3174446633011 8.5 15
1 1.49315915385614 5 7
1 1.19799376636638 8 180
1 1.47440240892956 9 15
1 1.88619499347169 3.5 30
0 1.82636811640077 1.5 7
1 2.0794216154618 8 15
1 1.25117344744103 2.5 365
1 1.16990951421394 5.5 1
1 1.38429516931228 6 7
1 1.48862535564149 5.5 15
0 2.44215505595912 2.5 180
1 2.98154995585173 9 90
1 1.79204298640798 6.5 90
1 1.39618495626655 5.5 90
1 1.37222848604233 9.25 365
1 3.21827073286659 3.5 180
1 2.53887266333095 6 365
1 1.84473544793855 0.5 1
0 1.58248243489015 1.5 30
1 1.49814062653331 8.5 180
0 1.49006226086112 1 180
1 1.14594911966924 7 180
1 1.40423705917419 4.5 1
1 1.66477755892174 5 1
1 3.26179416936429 5 365
1 2.04764004920435 8.5 365
1 3.55582210751163 6 30
1 0.973027538168026 8.5 7
1 3.22704430709382 7 1
1 4.07368335257797 2.5 15
1 1.27381044020331 4.5 15
1 2.50892405684226 9.5 90
1 1.89184571381156 7 30
1 2.0262854037901 1.5 1
1 1.62030987042181 6.5 365
1 1.4938742858867 6.5 30
1 1.5437653859799 8.5 1
1 2.16293599583423 3 30
0 4.53313590980088 5 90
1 1.57808145984745 5 30
1 1.42903393782944 9 7
1 1.47735621514312 5.5 30
1 1.61021742247613 6 1
1 2.42612782720971 8 1
1 3.16387119171031 2.5 7
1 1.65548537058385 7.5 90
0 3.85716890428466 0.5 7
1 1.22594066728561 9.25 1
1 1.99331990008068 5 30
1 1.70415842182047 9 15
1 1.40514719977182 6 1
1 3.27048714407465 5 30
0 1.34030624797197 1.5 15
0 7.28835699246156 1 365
1 1.87893711275683 6 15
1 4.1412562355199 8.5 365
1 1.16907152074964 9.5 15
0 2.11991215558373 4 15
0 5.32763703049568 8 180
0 1.52622155810604 4.5 365
1 2.61025364697707 1 1
1 3.51313636260784 9.5 365
0 3.98608043348759 7.5 365
1 1.84509286301909 6.5 7
1 1.38873719878939 4.5 7
0 2.0386814281519 2 30
0 2.03275751469846 3 90
1 1.54122242598533 8 7
1 1.36353520946068 7 15
0 1.57193748254758 4.5 180
0 1.96367467379059 5 90
1 3.16748398197706 3.5 30
1 2.41542469454362 8.5 15
1 1.53277275917571 5.5 7
0 2.17422083361635 1 180
1 2.45840778223101 2 15
1 1.72161772585605 9.5 90
0 9.18038775310015 1 15
0 1.71102054985749 5.5 365
1 1.95554197136698 9 365
1 1.21041907220024 9 30
0 7.78158829344829 4 30
1 2.21380364811011 2.5 7
1 2.42142437757866 1.5 1
1 2.48328224169199 9.25 30
1 1.96380176141611 3 1
1 1.59412046156103 8 30
1 1.56674288905378 5.5 15
0 1.7364365656158 0.5 30
1 6.74317885092751 1.5 7
1 1.78818266204871 3.5 15
0 1.50940735206314 5 365
1 1.86981850015582 5 15
0 1.37185567555025 2 180
0 2.50710015319964 7.5 180
1 1.18582474887989 7.5 30
0 1.640262627634 6.5 365
1 1.4503888851159 6.5 1
1 1.94259533458717 8.5 90
1 2.36064593933315 1 15
1 2.41406075717805 6 1
1 2.4927075990995 2 15
0 4.409051542626 0.5 30
0 1.95855398701087 5.5 365
1 2.31137336820893 8.5 180
0 1.8814047173073 1 365
1 1.7312864601181 9.5 365
1 3.58975939529637 5.5 30
1 2.90275259267719 1 1
1 1.22134485667993 1.5 1
1 5.68935956977657 5 15
1 3.13077539586311 3 7
1 3.32271096493923 7 30
0 1.98712619181652 2 365
1 1.7821055062418 2.5 15
1 2.75373525181158 9 365
0 3.05171378590558 4.5 365
1 2.00469195020969 5 7
1 1.34727797156074 9 15
1 5.29364973231759 9.25 1
1 1.69306440828404 2.5 1
1 4.52584044109108 8.5 30
1 3.26303568544654 7.5 180
1 3.24969518775515 4.5 1
1 1.50573868104357 9.5 15
1 1.57054996007764 4 1
1 5.09315919515666 9.5 180
1 2.06271087437835 8 7
0 1.76645420118666 1 90
1 3.03640117789291 7.5 90
0 2.563090172805 3 180
0 3.97720979444239 5.5 180
1 3.34373312363505 6.5 90
1 2.68309820252125 8 180
1 1.68545157341714 6.5 7
1 2.75303944371581 4.5 30
0 3.82523625024305 1 30
0 1.85645041273074 1.5 30
1 1.95401085822869 9.25 180
1 2.61906212313534 7 1
1 2.94373342550398 5.5 90
1 1.92345597768599 0.5 1
0 2.28444423649034 3.5 365
1 1.35577347144863 3.5 15
1 2.22556890990563 6 7
1 2.96565545575413 6.5 1
1 1.77542906908093 9.5 1
1 1.60132128070973 9.5 7
1 3.32594307655881 6 15
1 1.67142190874802 5 1
1 1.56642733484387 6 1
0 3.55714486241595 1 180
1 2.67685947544305 8 30
1 1.35435710199636 9.5 365
1 1.41926105482162 9 1
1 2.4475513139605 1.5 15
1 2.67986095912784 1 15
1 1.97541216441641 9.5 15
1 1.56845317785064 3 1
1 1.59629244467123 4 90
1 1.16075129162255 8.5 1
1 1.645240204728 8.5 365
1 1.87318723878889 3 30
1 1.81438798319778 5.5 365
1 2.57351461574308 2 7
1 1.79925287417063 9.25 180
0 3.5353677292951 1.5 365
1 1.21221724305997 8 180
1 2.05818857455961 3.5 15
1 4.02387572656062 8 365
1 2.24257953116648 6.5 30
1 1.58002321372805 3.5 7
1 1.88193238435815 4 1
0 2.10168276886361 0 1
1 2.09223124978325 6 90
1 2.4817965432976 1.5 180
1 1.81019109818408 1.5 30
1 1.71946074117932 5.5 30
1 1.70000407523185 2.5 365
1 1.27689902028487 4 7
1 2.17859416577721 7 7
1 1.86300851723445 6 7
1 1.56384273227741 5 7
1 1.49804041724292 7.5 90
1 3.23305828034245 1 7
1 2.11783306341204 9.25 15
1 1.84318840098513 8 90
1 2.09830062834044 5.5 15
1 1.48259257190966 6 30
1 2.69181527427099 0.5 30
1 1.6076553983994 2 30
1 1.53300107616269 9 7
1 1.19196998214466 9 90
1 1.95683272984752 4 30
1 1.0628017369545 9 365
0 2.17016326586054 0.5 90
1 1.60958977509199 5 15
1 1.58984693731236 3.5 30
1 1.88367205553186 5 90
0 6.49727216058091 5.5 365
1 2.20494884074651 0.5 1
1 4.73822703267433 8.5 365
1 3.90921349535711 7 30
1 2.8305588048388 6 15
1 1.43581675946552 7.5 7
1 1.88504888013995 5.5 90
1 1.06971725438052 7 7
1 1.49983623605658 3.5 7
1 2.30062834037017 1.5 7
1 1.92722662364031 9 180
0 3.18475350130393 4.5 365
1 2.21423825616148 9 365
1 1.40869805400143 6 30
1 1.43296439907863 1 7
1 2.01284875305646 5 90
1 3.28023557858614 4.5 90
1 3.88623371605354 3.5 30
1 1.39362120569422 5 30
0 4.87214941309139 2.5 90
1 1.99742928340856 4.5 7
0 1.64092408145007 2.5 180
1 2.18112594126433 4 1
0 2.02261783834547 0.5 365
1 1.83674923287617 5.5 15
1 4.07731499579313 1.5 30
1 1.274021001027 8 7
0 1.72719673860774 0.5 180
0 7.55320215112079 4 180
1 2.2499276269009 9.25 90
1 1.36300746069173 5.5 1
0 1.90007350510496 1.5 365
1 1.48817865816091 3.5 15
1 1.88159912095944 7.5 90
0 1.67813607953576 2 365
1 1.46867188195756 7.5 30
1 1.70515788504417 5.5 7
1 1.32084420690808 9.25 30
0 2.20766022830503 2 180
1 2.42276937659699 5 30
1 2.48340490144619 9.5 90
1 1.79671536316891 8 7
1 1.75575294435475 4.5 15
1 2.4122736925674 8 180
0 4.62066927380874 4.5 180
0 3.63393641732546 1.5 90
0 2.04999373621831 2 90
1 1.35877918130063 2 30
1 1.48128185661335 6 90
0 1.82583123408767 1 90
0 3.81453680462437 0.5 15
0 1.91572390455622 1 1
1 2.37990639041891 8 7
0 8.99659310621792 4.5 180
1 2.26756794694302 9 90
1 2.21318473327847 6.5 90
0 3.58991576344852 1.5 30
0 1.67804793377945 3 180
0 1.7434629508607 0.5 180
1 3.15149598740391 5 30
0 1.1589228709563 0.5 30
1 2.1135432027404 3 1
1 4.21210494778643 5.5 30
1 2.71932007021678 7 90
0 4.69042546929268 3 365
1 1.80842999431116 5.5 1
1 2.51228772947434 4 15
1 1.39430312781769 8.5 1
1 2.84780669515021 3 30
1 1.79992151405531 8 7
1 1.57320489812628 8.5 15
1 3.04825647999314 1.5 1
1 2.07873378020304 5 15
1 2.78202943524593 4.5 30
0 1.64571806339154 1 180
1 2.45716916287347 7 30
0 2.35493729425798 2.5 365
1 2.21228848415194 5 30
0 4.6074760882002 6 180
1 9.63592845100356 7.5 180
0 1.93711947523116 2 365
1 1.5070874318335 2.5 7
1 2.80299906873552 9.25 365
1 2.30670405817727 3.5 15
1 3.52451855664185 0.5 7
0 4.80268633242667 3.5 90
0 3.57397677721747 5 365
0 3.24420358650605 0.5 90
0 5.59278050046851 3 90
1 3.78268962279981 3 15
1 2.73881597913714 9 180
1 1.7829767002404 4.5 1
1 4.32361566639884 1 7
1 6.40580886559474 4.5 90
1 8.37378599599106 6.5 365
1 1.88402252546439 7.5 15
1 1.33033828951738 9.5 7
1 1.82118577170695 9.25 180
1 1.3461314730157 9 7
1 4.27411699537697 6 30
1 1.78974366714647 9 15
1 5.86440123344028 2 90
1 1.52347325507844 0.5 30
1 1.72060760380191 9.5 365
1 2.98296215909431 8.5 1
1 1.05838798436935 4.5 7
1 0.698504687285549 8 1
1 2.79788238241781 9 30
1 2.49145300564305 0.5 15
1 2.73954481032752 5.5 7
1 2.2811375062829 9.25 1
1 1.69559315177867 8 365
1 4.24315442005536 1 1
1 3.08379335795598 7.5 365
1 1.3834771492011 7.5 15
1 8.94014583336502 0.5 90
1 1.28841951468394 7 365
1 4.45578737489359 9 1
1 5.57289026877015 0.5 180
1 0.769151609645633 2.5 30
1 2.59030906953103 9 7
1 0.917526115522833 9 180
1 2.25602524840133 5.5 90
1 1.10131660571415 9.5 180
1 1.11555309363848 2.5 7
1 1.85676422599772 6 1
1 3.45292957223501 6.5 365
1 1.7751398035125 5.5 180
1 0.962966898452578 5.5 365
1 1.65059732513055 2.5 180
1 1.99846076521044 5 90
1 1.07352796900386 2.5 15
1 1.2506453224496 3.5 180
1 2.48492537020593 4 365
1 0.963544375634683 2.5 90
0 7.90576616853104 3 365
1 1.47312768947222 3.5 15
1 1.78024382034482 4 7
1 1.64516366633097 8.5 30
1 0.727077883952461 8.5 90
1 2.14416855209583 5 365
1 0.806013249071384 9.25 365
1 1.00851786390785 9.25 180
1 2.19284719193001 3 30
1 2.44040529057247 3.5 365
1 0.78758620273311 7 7
1 1.65345241095974 8 180
0 3.08084167374818 0.5 365
1 1.64629779167035 1 90
1 1.58056712304369 3.5 1
1 0.977894668524641 1.5 90
1 1.45959727532136 9.25 180
1 2.10326940231243 0.5 15
1 1.06962539450615 9 1
1 1.59164695707568 7.5 15
1 0.610640915148906 9 365
1 1.82363400081795 9 30
1 3.53309052928398 4 1
1 0.645943094498762 2 15
1 1.36823573626862 4 180
0 2.66914240261303 2 180
1 1.14860151206631 7 30
1 0.986555618780585 8 30
1 0.509177902516967 5 30
1 0.853249554364083 8 180
1 1.76261129567138 4.5 7
0 1.75111276804182 0.5 365
1 1.43000919193946 8 90
1 0.809410191431198 2.5 15
1 1.57291864454328 6 1
1 0.816796043089198 1.5 365
1 2.38070598321247 1 30
1 0.958445792462044 3.5 30
1 1.09945286074617 1.5 7
1 1.89660532166545 3.5 7
1 1.24052513293646 3.5 365
1 0.662583976441965 3.5 180
1 1.88486650556933 5.5 30
1 0.746600114408466 0.5 90
1 1.1100774749184 9.25 365
1 2.03747413351994 5 1
1 0.697852950099332 1 1
1 1.39805958006946 5 90
1 1.609442793384 2 1
1 1.80986842998937 1 7
1 0.624355771828959 4 90
1 2.07957472563794 7.5 90
1 0.661583277612408 5.5 365
1 0.916343690993926 4.5 365
0 1.51866084460198 1 365
1 0.911756475487891 8 7
1 0.857044059425789 4 365
1 0.699420560663384 2.5 30
1 0.636371704524208 9.5 30
1 1.33725361753386 4.5 15
1 1.03021929341321 3 1
1 0.722779859841467 3 180
1 1.05676965965722 8 15
1 1.48733399040339 6 90
1 2.49591886943654 4.5 30
0 2.62332216917639 1 180
1 3.75168813213349 3.5 365
0 2.21474936494087 2.5 90
1 2.06142389028719 9.5 365
1 1.4721025391791 9 15
1 2.42055854993669 6.5 30
1 1.88994214662671 0.5 1
1 2.18018978562759 5.5 180
1 5.62111761305277 7.5 30
1 2.25248250286313 5.5 7
1 5.60330245706973 3.5 90
1 3.16478053301034 6 15
1 4.786541732763 4 180
0 2.31694350655198 0.5 365
1 2.00201317058418 5.5 365
1 2.68602357302189 5.5 30
1 1.88114716612108 9 90
1 1.89744331259862 5.5 90
1 1.65963229223416 4.5 15
1 2.03545583114646 3 15
1 0.88945462668562 8.5 90
0 5.09283134375983 1 90
1 2.16162719968997 5 1
1 3.55473792407065 8 365
1 2.42328322795584 9.25 1
1 2.86120473271694 4.5 365
0 2.56325156179992 1 30
1 3.40496847723261 4.5 180
1 1.83178992267676 4 1
1 1.10571847308165 9.25 180
1 3.53715369858583 7.5 180
1 3.2328126580087 5 30
0 3.99267301297914 0.5 30
1 2.40311620332068 5 30
1 1.93525191800472 6 30
0 3.2615364877729 0.5 180
0 9.26658375305851 2 90
1 4.61556954554908 5 365
1 2.22940273524364 3 7
1 0.842910811019465 7 180
1 1.76415958655889 8 7
0 1.95062947427868 1.5 180
0 3.00192140212493 2 365
1 1.67271563701434 9.25 90
1 2.74986242277737 3.5 7
1 2.92627219309907 7 90
0 2.45753791863717 3 365
1 2.79152198292286 6 1
1 1.35533109848984 5 90
1 1.31486181149012 1.5 30
1 1.03021606405673 4 15
0 1.9939665074271 0.5 7
1 1.2806843412036 2 15
1 2.75363143079448 8.5 30
1 2.35359943248477 8 180
1 2.84011923898652 9.5 90
1 1.6234010278713 6.5 365
1 2.55700151689962 4 90
1 1.72190842747659 9.25 1
1 0.841017606617243 9.25 7
1 0.813960017207137 4.5 180
1 1.89007886375475 5.5 180
1 5.86314564514032 6 30
1 1.57683382764662 5.5 15
1 1.10113790215109 6.5 7
1 1.21410823579208 6 7
1 4.65625423562597 5.5 365
1 4.34627815888962 5 1
1 1.28812364629994 3.5 365
1 1.41822998029966 8.5 7
1 1.24593749764608 7.5 180
1 2.31796931482677 7.5 365
1 1.58021991291025 1 7
0 4.1566302157662 0 1
0 3.24950440353859 5 365
0 1.68652886262862 2 365
1 3.42463658523775 6.5 30
0 1.99162278219592 0.5 30
0 1.4933550680289 0.5 180
1 0.816652403271291 8 90
1 5.74723659882147 5.5 30
0 2.09051204842399 1.5 90
1 4.33624367014272 7.5 15
1 1.73414083784155 6.5 15
1 0.995291720435489 8.5 1
1 2.28663723426143 1.5 7
1 3.56007939203118 5.5 90
1 0.842193997297727 9 30
1 1.32497815210081 2 7
1 1.83109118763969 9.25 90
1 2.31918796742684 3 90
1 1.12929037711001 8 1
1 1.14623106703948 8 30
1 2.18526658968767 4.5 365
0 1.80489785445388 0.5 15
1 0.82274415691063 8 15
1 3.20756367588183 1 1
1 1.05280324813066 2.5 15
1 1.86336299214599 7 90
1 0.962446965066192 5.5 1
1 1.19423185190681 0.5 7
1 1.46023319522647 7 30
1 1.52967677179549 9.5 7
1 2.94726316345623 7.5 30
1 1.98251926313242 8 15
1 1.55838257601135 4 7
0 1.82055891386699 2 365
0 3.41639158685575 6 365
1 2.40686816545349 4.5 15
1 1.01880232742405 6 15
1 1.75511482412549 7 365
1 1.65115231648088 8 365
1 1.4973500267879 5.5 15
1 1.30557812040206 8.5 7
0 3.82768638637936 4.5 90
1 1.1235149841159 7.5 1
1 3.34815277683083 6 30
1 1.75485461145581 1.5 7
1 1.73822394288436 8 1
1 2.3788101760656 6 90
1 1.51000445259706 9 7
1 4.4811945029287 4 180
0 1.42584920042282 3.5 365
0 1.71284596285113 3.5 90
1 1.3165903688132 9.25 30
1 1.48725667323743 8 7
0 2.97162776305777 5 90
0 2.6500610533767 3 90
0 1.81666206313093 1 365
1 2.72418906171515 9.5 180
1 1.34806432867481 8 7
0 7.18534567984898 2.5 15
1 2.21907763363561 6.5 30
1 2.76721380757226 3 7
0 3.31807647897949 2 15
1 1.69853396424151 6 7
0 1.54473288203735 0.5 90
0 3.00903710746934 1.5 30
0 3.05340246175183 1 15
1 1.30993622977985 7 7
1 1.61154837103095 8 90
0 4.88346426981298 7 180
0 1.89579690129176 4 90
1 2.1256564558862 2 1
1 1.39892413231428 3 15
1 1.62661625423789 4.5 7
0 2.93705358962325 2.5 30
0 1.63724603228911 4.5 365
1 2.50769664999098 6.5 90
1 2.30827865697211 1.5 15
1 2.77342449832941 5.5 90
1 3.86280362546677 6 90
1 1.87463666070107 8 15
1 1.97784509497433 9.25 180
0 3.84052434965997 1.5 180
1 1.66449742277473 7 90
1 1.63477008762129 8.5 365
1 1.44457334329491 4.5 7
0 2.72726271065039 0.5 180
1 2.52937610843219 6.5 30
1 1.73980785920139 7 30
1 3.05184933626151 4 15
1 4.02219746881019 9.25 365
1 3.45870210630528 9.5 30
1 3.8961866165555 4 1
1 2.7598922321049 3.5 7
1 4.8875754488472 2.5 7
1 2.94760427751317 9.25 90
1 2.36006792094122 6 15
1 2.76885236251837 1.5 7
0 5.59282754873857 3 365
1 3.70061626932875 5 90
0 1.930515067128 0.5 365
1 5.08656931331643 4 7
1 4.26918034518894 9.5 7
1 1.47807949769049 8 7
1 3.56093459213298 8.5 30
1 1.61520885689242 1 1
1 1.85472707101871 8 180
1 3.81789279056829 8.5 1
1 2.16725274890632 7 7
0 1.83119140876079 3.5 365
1 3.44778072101326 4 180
1 3.02011908804707 0.5 1
1 1.35647505414818 3.5 30
1 2.50695133086992 3.5 15
1 2.05956545691879 6.5 180
1 2.18232817888929 8.5 15
0 2.55355475559918 2.5 365
1 1.35471001532278 2.5 90
0 2.90435976967274 3 180
1 6.92473876851727 3 30
1 2.5023366312671 9.25 30
1 1.9452602504025 6.5 1
1 3.13017848113668 1 30
1 2.19231497203873 2 1
1 3.49604503912997 4 365
1 3.00371210577578 9 1
1 2.83412197091093 0.5 7
1 5.31474201363017 5.5 7
1 1.57333409806597 4 180
1 1.71711974691425 3 15
1 1.12564150939579 8.5 180
1 1.34829074212757 1.5 15
1 1.53570008710085 5.5 180
0 3.59124247779255 4.5 365
1 1.21982283306715 1 30
1 1.46965778619051 4.5 30
1 1.46337438249611 5 30
1 1.40342862835678 1.5 30
1 1.23103847472521 3 7
1 0.863046552723972 6.5 7
1 0.889236709088436 9.25 365
0 1.98150478689058 4 365
1 1.10277191229397 5.5 15
1 1.16190956305945 9.25 180
1 2.09962251278921 2 1
1 1.58408878571936 5 15
0 3.16921932144032 3.5 365
1 1.21452442799637 8 90
1 2.08192695071921 9 7
1 1.32481469014601 7.5 90
0 3.52516304700112 3.5 180
1 1.20629698778794 7 15
1 0.907993642642396 7 90
1 2.02618170401547 2.5 30
1 2.80080357533007 4.5 90
1 1.09299648775777 7.5 30
1 1.41798082829337 5 30
1 0.833856723911595 7 1
1 2.06214124753023 7.5 1
1 1.79705768263375 3 365
0 2.01206087489845 1.5 365
1 1.1430807846773 7 7
1 0.800015697197523 9.5 15
1 2.24660857701383 5 90
1 0.823458845436107 7 30
1 1.47857016719354 9.25 90
1 1.67062497451843 3.5 1
1 0.88648788977298 8.5 30
1 0.954102626405074 7.5 365
1 1.97858058167913 8.5 365
1 1.48262970180076 4.5 7
1 1.17557819237118 9.5 30
1 1.57202459024848 1 1
1 1.74070054743788 4.5 15
1 1.43847954612284 7 365
0 3.09445210018021 1 90
1 1.74986166853341 4.5 180
1 1.82867906642787 2.5 15
0 3.09514848270919 8 365
1 2.02111345060985 5.5 1
1 5.57802319875918 1.5 7
1 2.05029470141744 9.5 180
1 1.52282339800149 3.5 1
1 1.31385994702578 0.5 15
0 2.36239806198864 1 180
1 1.66017342478153 5 15
1 2.44283426535549 3 30
1 1.73401676892536 8 7
1 1.58278219262138 8.5 30
1 2.13724376825849 4 1
0 2.02775098674465 4 90
1 1.34846883561113 9.5 15
0 2.81332669217954 4 180
0 3.52846476034029 6 365
0 2.33392500018817 3 90
0 3.83769551798469 5 365
